Id,Label,io,iob,year,field,field2,type,polygon_field,color_field,polygon_io,color_io,color_io2,polygon
300,ILO1935UndergroundWomen,ILO,ILC,1935,EcoSoc,Labor,Conv,5,#ff7f0e,7,#d62728,,0
301,ILO1935UnemplYoungRec,ILO,ILC,1935,EcoSoc,SocSec,Rec,5,#ff7f0e,7,#d62728,,0
302,ILO1936MinAgeSea,ILO,ILC,1936,EcoSoc,Labor,Conv,5,#ff7f0e,7,#d62728,,0
303,ILO1937MinAgeIndrev,ILO,ILC,1937,EcoSoc,Labor,Conv,5,#ff7f0e,7,#d62728,,0
304,ILO1937MinAgeNonIndrev,ILO,ILC,1937,EcoSoc,Labor,Conv,5,#ff7f0e,7,#d62728,,0
305,ILO1939MigEmploy,ILO,GC,1939,Political,Migrate,Conv,3,#e377c2,7,#d62728,,0
306,ILO1939MigEmployCoopRec,ILO,GC,1939,Political,Migrate,Rec,3,#e377c2,7,#d62728,,0
307,ILO1939MigEmpolyRec,ILO,GC,1939,Political,Migrate,Rec,3,#e377c2,7,#d62728,,0
308,ILO1941ResAtlanticC,ILO,SC,1941,NonHR,NonHR-Institutions,Res,,#c7c7c7,7,#d62728,,0
309,ILO1944DecPhil,ILO,GC,1944,General,,Decl,,#2ca02c,7,#d62728,,0
310,ILO1944EmployServiceRec,ILO,ILC,1944,EcoSoc,SocSec,Rec,5,#ff7f0e,7,#d62728,,0
311,ILO1944IncomeSecRec,ILO,ILC,1944,EcoSoc,SocSec,Rec,5,#ff7f0e,7,#d62728,,0
312,ILO1946NightWorkYouPersConv,ILO,ILC,1946,EcoSoc,Children,Conv,5,#ff7f0e,7,#d62728,,0
313,ILO1947LabourInspectConv,ILO,ILC,1947,EcoSoc,Labor,Conv,5,#ff7f0e,7,#d62728,,0
314,ILO1948EmployService,ILO,ILC,1948,EcoSoc,SocSec,Conv,5,#ff7f0e,7,#d62728,,0
315,ILO1948FreedomConv,ILO,ILC,1948,EcoSoc,Labor,Conv,5,#ff7f0e,7,#d62728,,0
316,ILO1948NightWorkYouPersConvRev,ILO,ILC,1948,EcoSoc,Children,Conv,5,#ff7f0e,7,#d62728,,0
317,ILO1948RecEmployService,ILO,ILC,1948,EcoSoc,SocSec,Rec,5,#ff7f0e,7,#d62728,,0
318,ILO1949FeeChargEmploy,ILO,ILC,1949,EcoSoc,Labor,Conv,5,#ff7f0e,7,#d62728,,0
319,ILO1949LaboClausConv,ILO,ILC,1949,EcoSoc,Civil,Conv,5,#ff7f0e,7,#d62728,,0
320,ILO1949LaboClausRec,ILO,ILC,1949,EcoSoc,Civil,Rec,5,#ff7f0e,7,#d62728,,0
321,ILO1949MigEmploy,ILO,ILC,1949,Political,Migrate,Conv,3,#e377c2,7,#d62728,,0
322,ILO1949MigEmployRec,ILO,ILC,1949,Political,Migrate,Rec,3,#e377c2,7,#d62728,,0
323,ILO1949Organise,ILO,ILC,1949,EcoSoc,Labor,Conv,5,#ff7f0e,7,#d62728,,0
324,ILO1949ProtectWages,ILO,ILC,1949,EcoSoc,Labor,Conv,5,#ff7f0e,7,#d62728,,0
325,ILO1949VocatGuideRec,ILO,ILC,1949,EcoSoc,Edu,Rec,5,#ff7f0e,7,#d62728,,0
326,ILO1951EqualRenumConv,ILO,ILC,1951,EcoSoc,Labor,Conv,5,#ff7f0e,7,#d62728,,0
327,ILO1951MinWagFixMach,ILO,ILC,1951,EcoSoc,Labor,Conv,5,#ff7f0e,7,#d62728,,0
328,ILO1952MatProtConv,ILO,ILC,1952,EcoSoc,SocSec,Conv,5,#ff7f0e,7,#d62728,,0
329,ILO1952MatProtRec,ILO,ILC,1952,EcoSoc,SocSec,Rec,5,#ff7f0e,7,#d62728,,0
330,ILO1952SocSecConv,ILO,ILC,1952,EcoSoc,SocSec,Conv,5,#ff7f0e,7,#d62728,,0
331,ILO1953WorkHealthRec,ILO,ILC,1953,EcoSoc,Labor,Rec,5,#ff7f0e,7,#d62728,,0
332,ILO1955ProtMigWorkRec,ILO,ILC,1955,EcoSoc,Labor,Rec,5,#ff7f0e,7,#d62728,,0
333,ILO1955Res99VocRehab,ILO,ILC,1955,EcoSoc,,Rec,5,#ff7f0e,7,#d62728,,0
334,ILO1957AboForcLabConv,ILO,ILC,1957,EcoSoc,Labor,Conv,5,#ff7f0e,7,#d62728,,0
335,ILO1957TribalPop,ILO,ILC,1957,Community,Indig,Conv,7,#8c564b,7,#d62728,,0
336,ILO1957WeeklyRest,ILO,ILC,1957,EcoSoc,Labor,Conv,5,#ff7f0e,7,#d62728,,0
337,ILO1958DicrimEmployOccRec,ILO,ILC,1958,Discrimination,,Rec,6,#d62728,7,#d62728,,0
338,ILO1958DiscrimConv,ILO,ILC,1958,Discrimination,Discrimination,Conv,6,#d62728,7,#d62728,,0
339,ILO1958PlantConv,ILO,ILC,1958,EcoSoc,Labor,Conv,5,#ff7f0e,7,#d62728,,0
340,ILO1959MinAgeFish,ILO,ILC,1959,EcoSoc,Labor,Conv,5,#ff7f0e,7,#d62728,,0
341,ILO1959OccpHealSRec,ILO,ILC,1959,EcoSoc,SocSec,Rec,5,#ff7f0e,7,#d62728,,0
342,ILO1961WorkHouseRec,ILO,ILC,1961,EcoSoc,Labor,Rec,5,#ff7f0e,7,#d62728,,0
343,ILO1962EqualTreat,ILO,ILC,1962,Political,Migrate,Conv,3,#e377c2,7,#d62728,,0
344,ILO1962SocialPolicy,ILO,ILC,1962,EcoSoc,Labor,Conv,5,#ff7f0e,7,#d62728,,0
345,ILO1962VocatTrainRec,ILO,ILC,1962,EcoSoc,Edu,Rec,5,#ff7f0e,7,#d62728,,0
346,ILO1964EmployInjuBen,ILO,ILC,1964,EcoSoc,Labor,Conv,5,#ff7f0e,7,#d62728,,0
347,ILO1964EmployPolConv,ILO,ILC,1964,EcoSoc,Labor,Conv,5,#ff7f0e,7,#d62728,,0
348,ILO1964EmployPolRec,ILO,ILC,1964,EcoSoc,Labor,Rec,5,#ff7f0e,7,#d62728,,0
349,ILO1965EmplWomenFam,ILO,ILC,1965,EcoSoc,Labor,Rec,5,#ff7f0e,7,#d62728,,0
350,ILO1965MinAgeUnderg,ILO,ILC,1965,EcoSoc,Labor,Conv,5,#ff7f0e,7,#d62728,,0
351,ILO1967ConvInvalidOld,ILO,ILC,1967,EcoSoc,SocSec,Conv,5,#ff7f0e,7,#d62728,,0
352,ILO1967ExamGrievRec,ILO,ILC,1967,EcoSoc,Labor,Rec,5,#ff7f0e,7,#d62728,,0
353,ILO1967Invalid,ILO,ILC,1967,EcoSoc,SocSec,Rec,5,#ff7f0e,7,#d62728,,0
354,ILO1969LabourInspectAgri,ILO,ILC,1969,EcoSoc,Labor,Conv,5,#ff7f0e,7,#d62728,,0
355,ILO1970HolidWithPay,ILO,ILC,1970,EcoSoc,Labor,Conv,5,#ff7f0e,7,#d62728,,0
356,ILO1970MinWagFixRec,ILO,ILC,1970,EcoSoc,Labor,Rec,5,#ff7f0e,7,#d62728,,0
357,ILO1970MinWageFixConv,ILO,ILC,1970,EcoSoc,Labor,Conv,5,#ff7f0e,7,#d62728,,0
358,ILO1971WorkRightConv,ILO,ILC,1971,EcoSoc,Labor,Conv,5,#ff7f0e,7,#d62728,,0
359,ILO1973MinAgeConv,ILO,ILC,1973,EcoSoc,Labor,Conv,5,#ff7f0e,7,#d62728,,0
360,ILO1974DecTriWorldConf,ILO,ILC,1976,EcoSoc,Labor,Decl,5,#ff7f0e,7,#d62728,,0
361,ILO1975DecEqualOppWomen,ILO,ILC,1975,EcoSoc,Labor,Decl,5,#ff7f0e,7,#d62728,,0
362,ILO1975HumanResDevConv,ILO,ILC,1975,EcoSoc,Edu,Conv,5,#ff7f0e,7,#d62728,,0
363,ILO1975HumanResDevRec,ILO,ILC,1975,EcoSoc,Edu,Rec,5,#ff7f0e,7,#d62728,,0
364,ILO1975MigWorkerRec,ILO,ILC,1975,Political,Migrate,Rec,3,#e377c2,7,#d62728,,0
365,ILO1975MigWorkersSupp,ILO,ILC,1975,Political,Migrate,Conv,3,#e377c2,7,#d62728,,0
366,ILO1975ResPromEqualWoWork,ILO,ILC,1975,EcoSoc,Labor,Res,5,#ff7f0e,7,#d62728,,0
367,ILO1975RuralWorkOrg,ILO,ILC,1975,EcoSoc,Labor,Conv,5,#ff7f0e,7,#d62728,,0
368,ILO1978LabAdminConv,ILO,ILC,1978,EcoSoc,Labor,Conv,5,#ff7f0e,7,#d62728,,0
369,ILO1979HoursofWandRestPeri,ILO,ILC,1979,EcoSoc,Labor,Conv,5,#ff7f0e,7,#d62728,,0
370,ILO1979ResFollowup,ILO,ILC,1979,EcoSoc,Labor,Res,5,#ff7f0e,7,#d62728,,0
371,ILO1980OldWork,ILO,ILC,1980,Discrimination,Elderly,Rec,6,#d62728,7,#d62728,,0
372,ILO1981OccpSafConv,ILO,ILC,1981,EcoSoc,Labor,Conv,5,#ff7f0e,7,#d62728,,0
373,ILO1981WokFamRespConv,ILO,ILC,1981,EcoSoc,Labor,Conv,5,#ff7f0e,7,#d62728,,0
374,ILO1982MaintSocSec,ILO,ILC,1982,EcoSoc,SocSec,Conv,5,#ff7f0e,7,#d62728,,0
375,ILO1982TermEmployConv,ILO,ILC,1982,EcoSoc,Labor,Conv,5,#ff7f0e,7,#d62728,,0
376,ILO1983VocRehabEmplConv,ILO,ILC,1983,Discrimination,Disab,Conv,6,#d62728,7,#d62728,,0
377,ILO1984Rec169,ILO,ILC,1984,EcoSoc,Labor,Rec,5,#ff7f0e,7,#d62728,,0
378,ILO1985LaboStatsConv,ILO,ILC,1985,EcoSoc,Labor,Conv,5,#ff7f0e,7,#d62728,,0
379,ILO1985OccpHealthSConv,ILO,ILC,1985,EcoSoc,Labor,Conv,5,#ff7f0e,7,#d62728,,0
380,ILO1988EmployPromProt,ILO,ILC,1988,EcoSoc,SocSec,Conv,5,#ff7f0e,7,#d62728,,0
381,ILO1988SafeHealthConstrConv,ILO,ILC,1988,EcoSoc,Living,Conv,5,#ff7f0e,7,#d62728,,0
382,ILO1989IndigPeopConv,ILO,ILC,1989,Community,Minority,Conv,7,#8c564b,7,#d62728,,0
383,ILO1990NightWorkConv,ILO,ILC,1990,EcoSoc,Labor,Conv,5,#ff7f0e,7,#d62728,,0
384,ILO1991WorkCondConv,ILO,ILC,1991,EcoSoc,Labor,Conv,5,#ff7f0e,7,#d62728,,0
385,ILO1994PartTimeWConv,ILO,ILC,1994,EcoSoc,Labor,Conv,5,#ff7f0e,7,#d62728,,0
386,ILO1996HomeWorkConv,ILO,ILC,1996,EcoSoc,Labor,Conv,5,#ff7f0e,7,#d62728,,0
387,ILO1997PrivEmployAgen,ILO,ILC,1997,EcoSoc,Labor,Conv,5,#ff7f0e,7,#d62728,,0
388,ILO1998DecFundPrincWork,ILO,ILC,1998,EcoSoc,Labor,Decl,5,#ff7f0e,7,#d62728,,0
389,ILO1999ChildLabConv,ILO,ILC,1999,Discrimination,Children,Conv,6,#d62728,7,#d62728,,0
390,ILO1999ResCildLabConv,ILO,ILC,1999,Discrimination,Children,Rec,6,#d62728,7,#d62728,,0
391,ILO2000MatProtConv,ILO,ILC,2000,EcoSoc,SocSec,Conv,5,#ff7f0e,7,#d62728,,0
392,ILO2001SafHealthAgriConv,ILO,ILC,2001,EcoSoc,Labor,Conv,5,#ff7f0e,7,#d62728,,0
393,ILO2002ProtOccSafHealthConv,ILO,ILC,2002,EcoSoc,Labor,Conv,5,#ff7f0e,7,#d62728,,0
394,ILO2006EmployRelRec,ILO,ILC,2006,EcoSoc,Labor,Rec,5,#ff7f0e,7,#d62728,,0
395,ILO2006MaritimeLabourConv,ILO,ILC,2006,EcoSoc,Labor,Conv,5,#ff7f0e,7,#d62728,,0
396,ILO2006MultiFrameLabMig,ILO,ILC,2006,EcoSoc,Labor,Guide,5,#ff7f0e,7,#d62728,,0
397,ILO2006PromFramOccSafHeaConv,ILO,ILC,2006,EcoSoc,Labor,Conv,5,#ff7f0e,7,#d62728,,0
398,ILO2008DecSocJustGlob,ILO,ILC,2008,EcoSoc,,Decl,5,#ff7f0e,7,#d62728,,0
399,ILO2011DomWorkerConv,ILO,ILC,2011,EcoSoc,Labor,Conv,5,#ff7f0e,7,#d62728,,0
400,ILO2011DomWorkerRec,ILO,ILC,2011,EcoSoc,Labor,Rec,5,#ff7f0e,7,#d62728,,0
401,ILO2012SociaProtecFloorRec,ILO,ILC,2012,EcoSoc,Labor,Rec,5,#ff7f0e,7,#d62728,,0
402,ILO2014ForcLabSupplMeasRec,ILO,ILC,2014,EcoSoc,Labor,Rec,5,#ff7f0e,7,#d62728,,0
403,ILO2014ProtForcLabConv,ILO,ILC,2014,EcoSoc,Labor,Conv,5,#ff7f0e,7,#d62728,,0
404,ILO2015TransInfFormEcoRec,ILO,ILC,2015,EcoSoc,,Rec,5,#ff7f0e,7,#d62728,,0
405,ILO2019CntyDecl,ILO,ILC,2019,EcoSoc,EcoSoc,Decl,5,#ff7f0e,7,#d62728,,0
406,ILO2019VioHarConv,ILO,ILC,2019,EcoSoc,Labor,Conv,5,#ff7f0e,7,#d62728,,0
407,LAS2004ArabCharterHR,LAS,COP,2004,General,,Charter,,#2ca02c,,,,0
408,LAS2021AdoptStratVAW,LAS,,2021,Discrimination,Women,Strategy,6,#d62728,,,,0
409,LASArabStrategyVAW,LAS,,2015,Discrimination,Women,Strategy,6,#d62728,,,,0
410,LN1933SupprTraffWomen,LN,AS,1933,Civil,Traffick,Conv,4,#1f77b4,,#100b65,,0
411,OAS1933ConvPolAsy,OAS,OASGA,1933,Political,Refugee,Conv,3,#e377c2,8,#2e6b6a,,0
412,OAS1936InterAmConfResXX,OAS,OASGA,1936,Discrimination,Women,Res,6,#d62728,8,#2e6b6a,,0
413,OAS1948AmericanDeclHR,OAS,OASGA,1948,General,General,Decl,,#2ca02c,8,#2e6b6a,,0
414,OAS1948Charter,OAS,OASGA,1948,NonHR,NonHR-Institutions,Charter,,#c7c7c7,8,#2e6b6a,,0
415,OAS1948ConvCivilWomen,OAS,OASGA,1948,Discrimination,Women,Conv,6,#d62728,8,#2e6b6a,,0
416,OAS1948ConvPolWomen,OAS,OASGA,1948,Discrimination,Women,Conv,6,#d62728,8,#2e6b6a,,0
417,OAS1954ConvDiplAsy,OAS,OASGA,1954,Political,Refugee,Conv,3,#e377c2,8,#2e6b6a,,0
418,OAS1954ConvTerrAsy,OAS,OASGA,1954,Political,Refugee,Conv,3,#e377c2,8,#2e6b6a,,0
419,OAS1967ProtCharter,OAS,OASGA,1967,NonHR,NonHR-Institutions,Prot,,#c7c7c7,8,#2e6b6a,,0
420,OAS1969ConvHR,OAS,OASGA,1969,General,General,Conv,,#2ca02c,8,#2e6b6a,,0
421,OAS1979StatuteHRCom,OAS,OASGA,1979,Institution,Institution,Statute,,#9467bd,8,#2e6b6a,,0
422,OAS1979StatuteHRCourt,OAS,OASGA,1979,Institution,Institution,Statute,,#9467bd,8,#2e6b6a,,0
423,OAS1981ConvExtra,OAS,OASGA,1981,Civil,JustSys,Conv,4,#1f77b4,8,#2e6b6a,,0
424,OAS1984CartagenaDecRef,OAS,OASGA,1984,Political,Refugee,Decl,3,#e377c2,8,#2e6b6a,,0
425,OAS1985ConvTorture,OAS,OASGA,1985,Civil,PhysInt,Conv,4,#1f77b4,8,#2e6b6a,,0
426,OAS1985ProtCharter,OAS,OASGA,1985,NonHR,NonHR-Institutions,Charter,,#c7c7c7,8,#2e6b6a,,0
427,OAS1988APHREcoSocCul,OAS,OASGA,1988,EcoSoc,Culture,Prot,5,#ff7f0e,8,#2e6b6a,,0
428,OAS1989ConvReturnChild,OAS,OASGA,1989,Discrimination,Children,Conv,6,#d62728,8,#2e6b6a,,0
429,OAS1990CaracasDec,OAS,OASGA,1990,EcoSoc,,Decl,5,#ff7f0e,8,#2e6b6a,,0
430,OAS1990DecVaW,OAS,OASGA,1990,Discrimination,Women,Decl,6,#d62728,8,#2e6b6a,,0
431,OAS1990ProtHRDeath,OAS,OASGA,1990,Civil,,Prot,4,#1f77b4,8,#2e6b6a,,0
432,OAS1991Res1080XXIO91,OAS,OASGA,1991,Political,,Res,3,#e377c2,8,#2e6b6a,,0
433,OAS1991ResRefugee,OAS,OASGA,1991,Political,Refugee,Res,3,#e377c2,8,#2e6b6a,,0
434,OAS1992Dec1XXIIO92,OAS,OASGA,1992,Political,,Dec,3,#e377c2,8,#2e6b6a,,0
435,OAS1992ProtCharter,OAS,OASGA,1992,NonHR,NonHR-Institutions,Prot,,#c7c7c7,8,#2e6b6a,,0
436,OAS1993ProtCharter,OAS,OASGA,1993,NonHR,NonHR-Institutions,Prot,,#c7c7c7,8,#2e6b6a,,0
437,OAS1994ConvForcDisap,OAS,OASGA,1994,Civil,ForceDis,Conv,4,#1f77b4,8,#2e6b6a,,0
438,OAS1994ConvVAW,OAS,OASGA,1994,Discrimination,Women,Conv,6,#d62728,8,#2e6b6a,,0
439,OAS1994ResRefugee,OAS,OASGA,1994,Political,Refugee,Res,3,#e377c2,8,#2e6b6a,,0
440,OAS1999ConvDisab,OAS,OASGA,1999,Discrimination,Disab,Conv,6,#d62728,8,#2e6b6a,,0
441,OAS2001InterAmDem,OAS,OASGA,2001,General,General,Conv,,#2ca02c,8,#2e6b6a,,0
442,OAS2008HRSexGender,OAS,OASGA,2008,Community,Minority,Res,7,#8c564b,8,#2e6b6a,,0
443,OAS2008PrincBestPracDepriv,OAS,OASGA,2008,Civil,,Princ,4,#1f77b4,8,#2e6b6a,,0
444,OAS2009HRSexGender,OAS,OASGA,2009,Community,Minority,Res,7,#8c564b,8,#2e6b6a,,0
445,OAS2010BrasiliaDecl,OAS,OASGA,2010,Political,Refugee,Decl,3,#e377c2,8,#2e6b6a,,0
446,OAS2010ResStateless,OAS,OASGA,2010,Political,Refugee,Res,3,#e377c2,8,#2e6b6a,,0
447,OAS2011ResStateless,OAS,OASGA,2011,Political,Refugee,Res,3,#e377c2,8,#2e6b6a,,0
448,OAS2012SocialCharterAmer,OAS,OASGA,2012,EcoSoc,,Charter,5,#ff7f0e,8,#2e6b6a,,0
449,OAS2013ConvDiscrim,OAS,OASGA,2013,Discrimination,Discrimination,Conv,6,#d62728,8,#2e6b6a,,0
450,OAS2013ConvRace,OAS,OASGA,2013,Discrimination,Race,Conv,6,#d62728,8,#2e6b6a,,0
451,OAS2013ResStateless,OAS,OASGA,2013,Political,Refugee,Res,3,#e377c2,8,#2e6b6a,,0
452,OAS2014ResStateless,OAS,OASGA,2014,Political,Refugee,Res,3,#e377c2,8,#2e6b6a,,0
453,OAS2015ConvOlder,OAS,OASGA,2015,Discrimination,Elderly,Conv,6,#d62728,8,#2e6b6a,,0
454,OAS2019IACHRres0419,OAS,IACHR,2019,Political,Traffick,Res,3,#e377c2,8,#2e6b6a,,0
455,OIC1990HRDecl,OIC,COP,1990,General,General,Decl,,#2ca02c,3,#bae0e1,,0
456,OSCE1975FinalAct,OSCE,,1975,General,General,Conv,,#2ca02c,4,#2f6c34,,0
457,OSCE1990CharterParis,OSCE,,1990,General,General,Conv,,#2ca02c,4,#2f6c34,,0
458,OSCE1990CophDoc,OSCE,,1990,General,General,Decl,,#2ca02c,4,#2f6c34,,0
459,Rome1998Stat,CP,COP,1998,IHL,WarCrimes,Conv,8,#7f7f7f,7,#955b41,,0
460,UN1945Charter,UN,CP,1945,General,,Charter,,#2ca02c,,#1f77b4,#109917,0
461,UN1946Res3IExtraWarCrime,UN,UNGA,1946,IHL,WarCrimes,Res,8,#7f7f7f,,#1f77b4,#1144a3,0
462,UN1946Res95INuremberg,UN,UNGA,1946,IHL,WarCrimes,Res,8,#7f7f7f,,#1f77b4,#1144a3,0
463,UN1947Res170IIExtraWarCrime,UN,UNGA,1947,IHL,WarCrimes,Res,8,#7f7f7f,,#1f77b4,#1144a3,0
464,UN1948ConvGenocide,UN,CP,1948,IHL,Genocide,Conv,8,#7f7f7f,,#1f77b4,#1144a3,0
465,UN1948Res155CVII,UN,UNGA,1948,IHL,WarCrimes,Res,8,#7f7f7f,,#1f77b4,#1144a3,0
466,UN1948Univ,UN,UNGA,1948,General,,Res,,#2ca02c,,#1f77b4,#1144a3,0
467,UN1949ConvTraffic,UN,CP,1949,Civil,Traffick,Conv,4,#1f77b4,,#1f77b4,#1144a3,0
468,UN1949WhiteSTrafficProt,UN,CP,1949,Civil,Traffick,Prot,4,#1f77b4,,#1f77b4,#1144a3,0
469,UN1950Res309Exi,UN,EcoSoc,1950,EcoSoc,,Res,5,#ff7f0e,,#1f77b4,#b7ed57,0
470,UN1950Res415V,UN,UNGA,1950,NonHR,NonHR-Institutions,Res,,#c7c7c7,,#1f77b4,#1144a3,0
471,UN1953ConvPolitRightsWom,UN,CP,1953,Political,Women,Conv,3,#e377c2,,#1f77b4,,0
472,UN1953ProtSlaveryConv,UN,UNGA,1953,Civil,PhysInt,Prot,4,#1f77b4,,#1f77b4,#1144a3,0
473,UN1955StandMinRulesPrison,UN,UNGA,1955,Civil,,Guide,4,#1f77b4,,#1f77b4,#1144a3,0
474,UN1957ConvNationMarriedWom,UN,CP,1957,Political,Women,Conv,3,#e377c2,,#1f77b4,,0
475,UN1957Res663XXIVC,UN,UNGA,1957,Civil,,Res,4,#1f77b4,,#1f77b4,#1144a3,0
476,UN1959DeclRightChild,UN,UNGA,1959,Discrimination,Children,Decl,6,#d62728,,#1f77b4,#1144a3,0
477,UN1959Res1400XIV,UN,UNGA,1959,Political,Refugee,Res,3,#e377c2,,#1f77b4,#1144a3,0
478,UN1960DecIndep,UN,UNGA,1960,Political,,Decl,3,#e377c2,,#1f77b4,#1144a3,0
479,UN1962Marriage,UN,UNGA,1962,Civil,Marriage,Conv,4,#1f77b4,,#1f77b4,#1144a3,0
480,UN1962PermSov,UN,UNGA,1962,Political,,Res,3,#e377c2,,#1f77b4,#1144a3,0
481,UN1962Res1839XVII,UN,UNGA,1962,Institution,,Res,,#9467bd,,#1f77b4,#1144a3,0
482,UN1963DeclRaceDiscr,UN,UNGA,1963,Discrimination,Race,Decl,6,#d62728,,#1f77b4,#1144a3,0
483,UN1964Res1995XIX,UN,UNGA,1960,NonHR,,Res,,#c7c7c7,,#1f77b4,#1144a3,0
484,UN19651074XXXIX,UN,EcoSoc,1965,IHL,WarCrimes,Res,8,#7f7f7f,,#1f77b4,#b7ed57,0
485,UN1965IntConvElimRace,UN,UNGA,1965,Discrimination,Race,Conv,6,#d62728,,#1f77b4,#1144a3,0
486,UN1965RecConsMarriage,UN,UNGA,1965,Civil,Marriage,Rec,4,#1f77b4,,#1f77b4,#1144a3,0
487,UN1965RehabRes1086K,UN,EcoSoc,1965,EcoSoc,,Res,5,#ff7f0e,,#1f77b4,#b7ed57,0
488,UN1965Res2018XX,UN,UNGA,1965,Civil,Marriage,Res,4,#1f77b4,,#1f77b4,#1144a3,0
489,UN1965Res2100XX,UN,UNGA,1965,Institution,,Res,,#9467bd,,#1f77b4,#1144a3,0
490,UN1965Res2131XX,UN,UNGA,1965,NonHR,,Res,,#c7c7c7,,#1f77b4,#1144a3,0
491,UN19661158XLI,UN,UNGA,1966,IHL,WarCrimes,Res,8,#7f7f7f,,#1f77b4,#1144a3,0
492,UN1966IntConCivil,UN,UNGA,1966,Civil,Civil,Conv,4,#1f77b4,,#1f77b4,#1144a3,0
493,UN1966IntConEco,UN,UNGA,1966,EcoSoc,EcoSoc,Conv,5,#ff7f0e,,#1f77b4,#1144a3,0
494,UN1966OPIntConCivil,UN,UNGA,1966,Civil,Civil,Prot,4,#1f77b4,,#1f77b4,#1144a3,0
495,UN1966Res2184XXI,UN,UNGA,1966,Community,SelfDet,Res,7,#8c564b,,#1f77b4,#1144a3,0
496,UN1966Res2202XXI,UN,UNGA,1966,Community,SelfDet,Res,7,#8c564b,,#1f77b4,#1144a3,0
497,UN1966Res2203XXI,UN,UNGA,1966,Political,Refugee,Res,3,#e377c2,,#1f77b4,#1144a3,0
498,UN1967DecTerrAsylm,UN,UNGA,1967,Political,Refugee,Decl,3,#e377c2,,#1f77b4,#1144a3,0
499,UN1967DeclDiscrWomen,UN,UNGA,1967,Discrimination,Women,Decl,6,#d62728,,#1f77b4,#1144a3,0
500,UN1968ConvNonAppWarCrime,UN,UNGA,1968,IHL,WarCrimes,Conv,8,#7f7f7f,,#1f77b4,#1144a3,0
501,UN1969DecSocProgDev,UN,UNGA,1969,EcoSoc,,Decl,5,#ff7f0e,,#1f77b4,#1144a3,0
502,UN1969LawofTreaties,UN,UNGA,1969,NonHR,,Res,,#c7c7c7,,#1f77b4,#1144a3,0
503,UN1970LawFriendlyRel,UN,UNGA,1970,NonHR,,Decl,,#c7c7c7,,#1f77b4,#1144a3,0
504,UN1970Res2625XXV,UN,UNGA,1970,NonHR,,Res,,#c7c7c7,,#1f77b4,#1144a3,0
505,UN1970Res2626XXV,UN,UNGA,1970,NonHR,,Res,,#c7c7c7,,#1f77b4,#1144a3,0
506,UN1971BioWeapons,UN,COP,1971,NonHR,,Conv,,#c7c7c7,,#1f77b4,#109917,0
507,UN1971DeclRightMentRet,UN,UNGA,1971,Discrimination,Disab,Decl,6,#d62728,,#1f77b4,#1144a3,0
508,UN1971Res2775DXXVI,UN,UNGA,1971,Discrimination,,Res,6,#d62728,,#1f77b4,#1144a3,0
509,UN1971Res2784XXVI,UN,UNGA,1971,Discrimination,Race,Res,6,#d62728,,#1f77b4,#1144a3,0
510,UN1971Res2858XXVI,UN,UNGA,1971,NonHR,,Res,,#c7c7c7,,#1f77b4,#1144a3,0
511,UN1972GenRecCERD1,UN,CERD,1972,Institution,Race,GenRec,,#9467bd,,#1f77b4,#bcf8c3,3
512,UN1972GenRecCERD2,UN,CERD,1972,Institution,Race,GenRec,,#9467bd,,#1f77b4,#bcf8c3,3
513,UN1972GenRecCERD3,UN,CERD,1972,Institution,Race,GenRec,,#9467bd,,#1f77b4,#bcf8c3,3
514,UN1972Res2919XXVII,UN,UNGA,1972,Discrimination,,Res,6,#d62728,,#1f77b4,#1144a3,0
515,UN1972Res3021XXVII,UN,UNGA,1972,NonHR,,Res,,#c7c7c7,,#1f77b4,#1144a3,0
516,UN1972Res3037XXVII,UN,UNGA,1972,NonHR,,Res,,#c7c7c7,,#1f77b4,#1144a3,0
517,UN1972Res45III,UN,UNGA,1972,EcoSoc,,Res,5,#ff7f0e,,#1f77b4,#1144a3,0
518,UN1972Stockholm,UN,COP,1972,NonHR,,Decl,,#c7c7c7,,#1f77b4,#109917,0
519,UN1973GenRecCERD4,UN,CERD,1973,Institution,Race,GenRec,,#9467bd,,#1f77b4,#bcf8c3,3
520,UN1973PrincWarCrime,UN,UNGA,1973,IHL,WarCrimes,Princ,8,#7f7f7f,,#1f77b4,#1144a3,0
521,UN1973Res3057XXVIII,UN,UNGA,1973,Discrimination,,Res,6,#d62728,,#1f77b4,#1144a3,0
522,UN1973Res3082XXVIII,UN,UNGA,1973,NonHR,,Res,,#c7c7c7,,#1f77b4,#1144a3,0
523,UN1973Res3144XXVIII,UN,UNGA,1973,NonHR,,Res,,#c7c7c7,,#1f77b4,#1144a3,0
524,UN1974CharterEcoDuties,UN,UNGA,1974,EcoSoc,,Conv,5,#ff7f0e,,#1f77b4,#1144a3,0
525,UN1974ConvCrimeAparth,UN,UNGA,1974,Community,SelfDet,Conv,7,#8c564b,,#1f77b4,#1144a3,0
526,UN1974DecWomenChildConf,UN,UNGA,1974,Discrimination,Women,Decl,6,#d62728,,#1f77b4,#1144a3,0
527,UN1974Res1564,UN,UNGA,1974,EcoSoc,,Res,5,#ff7f0e,,#1f77b4,#1144a3,0
528,UN1974Res3201SVI,UN,UNGA,1974,NonHR,,Res,,#c7c7c7,,#1f77b4,#1144a3,0
529,UN1974Res3202SVI,UN,UNGA,1974,NonHR,,Res,,#c7c7c7,,#1f77b4,#1144a3,0
